lut,method,run,noise_base,max_error,input_precision,lut_precision,lut_margin,output_precision,predicted_output_precision,prediction_gap,output_margin,eval_exp_key_switch_count,key_switch_count
ID,Sparse THI,1,16,0,-32.353,-29.489,,-29.992,-68.73,38.737,,36,78
ID,Sparse THI,1,17,0,-32.264,-29.489,,-29.993,-68.465,38.473,,36,78
ID,Sparse THI,1,18,0,-32.148,-29.489,,-29.993,-68.117,38.125,,36,78
ID,Sparse THI,1,19,0,-32.314,-29.489,,-29.992,-68.615,38.622,,36,78
ID,Sparse THI,1,20,0,-32.202,-29.489,,-29.992,-68.278,38.286,,36,78
ID,Sparse THI,1,21,0,-32.188,-29.489,,-29.992,-68.235,38.243,,36,78
ID,Sparse THI,1,22,0,-32.104,-29.489,,-29.993,-67.984,37.991,,36,78
ID,Sparse THI,1,23,0,-32.258,-29.489,,-29.993,-68.445,38.453,,36,78
ID,Sparse THI,1,24,0,-31.874,-29.489,,-29.992,-67.295,37.303,,36,78
ID,Sparse THI,1,25,0,-31.993,-29.489,,-29.992,-67.651,37.659,,36,78
ID,Sparse THI,1,26,0,-31.669,-29.489,,-29.992,-66.68,36.688,,36,78
ID,Sparse THI,1,27,0,-31.249,-29.489,,-29.992,-65.418,35.426,,36,78
ID,Sparse THI,1,28,0,-30.62,-29.489,,-29.993,-63.532,33.54,,36,78
ID,Sparse THI,1,29,0,-29.861,-29.489,,-29.993,-61.255,31.262,,36,78
ID,Sparse THI,1,30,0,-29.012,-29.489,,-29.993,-58.707,28.714,,36,78
ID,Sparse THI,1,31,0,-28.086,-29.489,,-29.992,-55.929,25.936,,36,78
ID,Sparse THI,1,32,0,-27.126,-29.489,,-29.992,-53.048,23.056,,36,78
ID,Sparse THI,1,33,0,-26.143,-29.489,,-29.992,-50.1,20.107,,36,78
ID,Sparse THI,1,34,0,-25.153,-29.489,,-29.992,-47.132,17.139,,36,78
ID,Sparse THI,1,35,0,-24.158,-29.489,,-29.992,-44.147,14.155,,36,78
ID,Sparse THI,1,36,0,-23.161,-29.489,,-29.992,-41.154,11.162,,36,78
ID,Sparse THI,1,37,0,-22.162,-29.489,,-29.992,-38.158,8.166,,36,78
ID,Sparse THI,1,38,0,-21.163,-29.488,,-29.993,-35.161,5.168,,36,78
ID,Sparse THI,1,39,0,-20.163,-29.427,,-29.927,-32.161,2.234,,36,78
ID,Sparse THI,1,40,0,-19.163,-28.32,,-28.795,-29.162,0.367,,36,78
ID,Sparse THI,1,41,0,-18.163,-25.926,,-26.422,-26.162,-0.26,,36,78
ID,Sparse THI,1,42,0,-17.163,-23.16,,-23.661,-23.162,-0.498,,36,78
ID,Sparse THI,1,43,0,-16.163,-20.253,,-20.753,-20.162,-0.59,,36,78
ID,Sparse THI,1,44,0,-15.163,-17.285,,-17.772,-17.162,-0.609,,36,78
ID,Sparse THI,1,45,0,-14.163,-14.226,,-14.726,-14.162,-0.564,,36,78
ID,Sparse THI,1,46,0,-13.163,-11.109,,-11.609,-11.162,-0.447,,36,78
