lut,method,run,noise_base,max_error,input_precision,lut_precision,lut_margin,output_precision,predicted_output_precision,prediction_gap,output_margin,eval_exp_key_switch_count,key_switch_count
ID,Sparse THI,1,16,0,-31.348,-31.677,,-32.183,-77.75,45.567,,36,28
ID,Sparse THI,1,17,0,-31.379,-31.677,,-32.183,-77.844,45.661,,36,28
ID,Sparse THI,1,18,0,-31.262,-31.676,,-32.183,-77.491,45.308,,36,28
ID,Sparse THI,1,19,0,-31.172,-31.677,,-32.183,-77.222,45.039,,36,28
ID,Sparse THI,1,20,0,-31.34,-31.677,,-32.183,-77.727,45.544,,36,28
ID,Sparse THI,1,21,0,-31.351,-31.677,,-32.183,-77.76,45.577,,36,28
ID,Sparse THI,1,22,0,-31.28,-31.677,,-32.183,-77.544,45.361,,36,28
ID,Sparse THI,1,23,0,-31.297,-31.677,,-32.183,-77.598,45.415,,36,28
ID,Sparse THI,1,24,0,-30.93,-31.677,,-32.183,-76.495,44.312,,36,28
ID,Sparse THI,1,25,0,-31.108,-31.677,,-32.183,-77.031,44.848,,36,28
ID,Sparse THI,1,26,0,-30.979,-31.677,,-32.183,-76.641,44.458,,36,28
ID,Sparse THI,1,27,0,-30.779,-31.676,,-32.183,-76.042,43.859,,36,28
ID,Sparse THI,1,28,0,-30.278,-31.677,,-32.183,-74.539,42.356,,36,28
ID,Sparse THI,1,29,0,-29.605,-31.677,,-32.183,-72.522,40.339,,36,28
ID,Sparse THI,1,30,0,-28.87,-31.677,,-32.183,-70.314,38.132,,36,28
ID,Sparse THI,1,31,0,-28.019,-31.676,,-32.183,-67.764,35.581,,36,28
ID,Sparse THI,1,32,0,-27.085,-31.677,,-32.183,-64.959,32.776,,36,28
ID,Sparse THI,1,33,0,-26.124,-31.677,,-32.183,-62.077,29.894,,36,28
ID,Sparse THI,1,34,0,-25.145,-31.677,,-32.183,-59.14,26.957,,36,28
ID,Sparse THI,1,35,0,-24.152,-31.677,,-32.183,-56.163,23.98,,36,28
ID,Sparse THI,1,36,0,-23.159,-31.677,,-32.183,-53.182,20.999,,36,28
ID,Sparse THI,1,37,0,-22.161,-31.677,,-32.183,-50.189,18.006,,36,28
ID,Sparse THI,1,38,0,-21.162,-31.677,,-32.183,-47.192,15.009,,36,28
ID,Sparse THI,1,39,0,-20.163,-31.676,,-32.183,-44.194,12.011,,36,28
ID,Sparse THI,1,40,0,-19.163,-31.676,,-32.182,-41.195,9.012,,36,28
ID,Sparse THI,1,41,0,-18.163,-31.672,,-32.178,-38.195,6.017,,36,28
ID,Sparse THI,1,42,0,-17.163,-31.64,,-32.146,-35.196,3.049,,36,28
ID,Sparse THI,1,43,0,-16.163,-31.045,,-31.642,-32.196,0.553,,36,28
ID,Sparse THI,1,44,0,-15.163,-29.187,,-29.713,-29.196,-0.517,,36,28
ID,Sparse THI,1,45,0,-14.163,-26.441,,-26.944,-26.196,-0.749,,36,28
ID,Sparse THI,1,46,0,-13.163,-23.477,,-23.977,-23.196,-0.782,,36,28
ID,Sparse THI,1,47,0,-12.163,-20.466,,-20.966,-20.196,-0.771,,36,28
ID,Sparse THI,1,48,0,-11.163,-17.427,,-17.927,-17.196,-0.731,,36,28
ID,Sparse THI,1,49,0,-10.163,-14.348,,-14.848,-14.196,-0.652,,36,28
ID,Sparse THI,1,50,0,-9.163,-11.207,,-11.707,-11.196,-0.511,,36,28
ID,Sparse THI,1,51,0,-8.163,-7.992,,-8.492,-8.196,-0.296,,36,28
ID,Sparse THI,1,52,0,-7.163,-4.771,,-5.271,-5.196,-0.076,,36,28
ID,Sparse THI,1,53,14,-6.163,-4.877,,-5.377,-2.196,-3.182,,36,28

