lut,method,run,noise_base,max_error,input_precision,lut_precision,lut_margin,output_precision,predicted_output_precision,prediction_gap,output_margin,eval_exp_key_switch_count,key_switch_count
ID,Sparse THI,1,16,0,-32.3,-25.698,,-25.945,-46.534,20.589,,36,68
ID,Sparse THI,1,17,0,-32.117,-25.627,,-25.945,-46.169,20.223,,36,68
ID,Sparse THI,1,18,0,-32.135,-25.698,,-25.945,-46.205,20.259,,36,68
ID,Sparse THI,1,19,0,-32.221,-25.627,,-25.945,-46.377,20.432,,36,68
ID,Sparse THI,1,20,0,-32.172,-25.562,,-25.945,-46.279,20.334,,36,68
ID,Sparse THI,1,21,0,-32.127,-25.716,,-25.945,-46.19,20.245,,36,68
ID,Sparse THI,1,22,0,-32.243,-25.627,,-25.945,-46.421,20.475,,36,68
ID,Sparse THI,1,23,0,-32.187,-25.627,,-25.946,-46.31,20.364,,36,68
ID,Sparse THI,1,24,0,-32.102,-25.638,,-25.946,-46.14,20.194,,36,68
ID,Sparse THI,1,25,0,-31.942,-25.627,,-25.946,-45.819,19.873,,36,68
ID,Sparse THI,1,26,0,-31.573,-25.638,,-25.947,-45.081,19.134,,36,68
ID,Sparse THI,1,27,0,-31.18,-25.726,,-25.948,-44.296,18.348,,36,68
ID,Sparse THI,1,28,0,-30.635,-25.447,,-25.951,-43.206,17.255,,36,68
ID,Sparse THI,1,29,0,-29.862,-25.71,,-25.948,-41.66,15.712,,36,68
ID,Sparse THI,1,30,0,-28.982,-25.614,,-25.937,-39.9,13.963,,36,68
ID,Sparse THI,1,31,0,-28.088,-25.601,,-25.917,-38.111,12.194,,36,68
ID,Sparse THI,1,32,0,-27.121,-25.575,,-25.877,-36.176,10.3,,36,68
ID,Sparse THI,1,33,0,-26.137,-25.549,,-25.798,-34.209,8.412,,36,68
ID,Sparse THI,1,34,0,-25.153,-25.363,,-25.648,-32.242,6.594,,36,68
ID,Sparse THI,1,35,0,-24.159,-25.057,,-25.373,-30.252,4.879,,36,68
ID,Sparse THI,1,36,0,-23.161,-24.525,,-24.902,-28.257,3.355,,36,68
ID,Sparse THI,1,37,0,-22.162,-23.855,,-24.16,-26.26,2.099,,36,68
ID,Sparse THI,1,38,0,-21.163,-22.646,,-23.105,-24.261,1.156,,36,68
ID,Sparse THI,1,39,0,-20.163,-21.27,,-21.744,-22.262,0.517,,36,68
ID,Sparse THI,1,40,0,-19.163,-19.637,,-20.137,-20.262,0.125,,36,68
ID,Sparse THI,1,41,0,-18.163,-17.868,,-18.36,-18.262,-0.097,,36,68
ID,Sparse THI,1,42,0,-17.163,-15.98,,-16.477,-16.262,-0.215,,36,68
ID,Sparse THI,1,43,0,-16.163,-14.044,,-14.534,-14.262,-0.271,,36,68
ID,Sparse THI,1,44,0,-15.163,-12.056,,-12.554,-12.262,-0.292,,36,68
ID,Sparse THI,1,45,0,-14.163,-10.05,,-10.549,-10.262,-0.287,,36,68
ID,Sparse THI,1,46,255,-13.163,-8.842,,-9.342,-8.262,-1.08,,36,68
