lut,method,run,noise_base,max_error,input_precision,lut_precision,lut_margin,output_precision,predicted_output_precision,prediction_gap,output_margin,eval_exp_key_switch_count,key_switch_count
ID,AKP25,1,16,0,-31.38,-18.271,,-18.709,-82.067,63.358,,36,22
ID,AKP25,1,17,0,-31.309,-18.271,,-18.709,-81.852,63.143,,36,22
ID,AKP25,1,18,0,-31.388,-18.271,,-18.771,-82.088,63.317,,36,22
ID,AKP25,1,19,0,-31.312,-18.271,,-18.726,-81.861,63.135,,36,22
ID,AKP25,1,20,0,-31.199,-18.271,,-18.709,-81.521,62.812,,36,22
ID,AKP25,1,21,0,-31.303,-18.271,,-18.709,-81.835,63.126,,36,22
ID,AKP25,1,22,0,-31.28,-18.271,,-18.726,-81.765,63.039,,36,22
ID,AKP25,1,23,0,-31.398,-18.271,,-18.647,-82.121,63.474,,36,22
ID,AKP25,1,24,0,-31.098,-18.257,,-18.647,-81.219,62.572,,36,22
ID,AKP25,1,25,0,-31.131,-18.247,,-18.647,-81.319,62.672,,36,22
ID,AKP25,1,26,0,-30.964,-18.257,,-18.647,-80.819,62.172,,36,22
ID,AKP25,1,27,0,-30.732,-18.271,,-18.709,-80.121,61.412,,36,22
ID,AKP25,1,28,0,-30.298,-18.271,,-18.771,-78.819,60.049,,36,22
ID,AKP25,1,29,0,-29.583,-18.271,,-18.709,-76.675,57.966,,36,22
ID,AKP25,1,30,0,-28.881,-18.271,,-18.771,-74.569,55.799,,36,22
ID,AKP25,1,31,0,-28.014,-18.271,,-18.709,-71.968,53.259,,36,22
ID,AKP25,1,32,0,-27.081,-18.271,,-18.771,-69.167,50.396,,36,22
ID,AKP25,1,33,0,-26.121,-18.271,,-18.771,-66.288,47.518,,36,22
ID,AKP25,1,34,0,-25.144,-18.271,,-18.709,-63.358,44.649,,36,22
ID,AKP25,1,35,0,-24.154,-18.271,,-18.771,-60.386,41.616,,36,22
ID,AKP25,1,36,0,-23.159,-18.271,,-18.709,-57.401,38.693,,36,22
ID,AKP25,1,37,0,-22.161,-18.271,,-18.771,-54.408,35.637,,36,22
ID,AKP25,1,38,0,-21.162,-18.271,,-18.771,-51.412,32.641,,36,22
ID,AKP25,1,39,0,-20.163,-18.271,,-18.709,-48.414,29.705,,36,22
ID,AKP25,1,40,0,-19.163,-18.271,,-18.771,-45.415,26.644,,36,22
ID,AKP25,1,41,0,-18.163,-18.271,,-18.647,-42.415,23.768,,36,22
ID,AKP25,1,42,0,-17.163,-18.271,,-18.771,-39.415,20.644,,36,22
ID,AKP25,1,43,0,-16.163,-18.272,,-18.772,-36.416,17.644,,36,22
ID,AKP25,1,44,0,-15.163,-18.273,,-18.773,-33.416,14.643,,36,22
ID,AKP25,1,45,0,-14.163,-18.274,,-18.705,-30.416,11.711,,36,22
ID,AKP25,1,46,0,-13.163,-18.268,,-18.645,-27.416,8.77,,36,22
ID,AKP25,1,47,0,-12.163,-18.188,,-18.688,-24.416,5.728,,36,22
ID,AKP25,1,48,0,-11.163,-17.633,,-18.038,-21.416,3.378,,36,22
ID,AKP25,1,49,0,-10.163,-15.756,,-16.25,-18.416,2.165,,36,22
ID,AKP25,1,50,0,-9.163,-12.929,,-13.428,-15.416,1.988,,36,22
ID,AKP25,1,51,0,-8.163,-9.899,,-10.399,-12.416,2.016,,36,22
ID,AKP25,1,52,0,-7.163,-6.814,,-7.314,-9.416,2.101,,36,22
ID,AKP25,1,53,1,-6.163,-4.935,,-5.435,-6.416,0.981,,36,22
