lut,method,run,noise_base,max_error,input_precision,lut_precision,lut_margin,output_precision,predicted_output_precision,prediction_gap,output_margin,eval_exp_key_switch_count,key_switch_count
ID,Sparse THI,1,16,0,-31.269,-31.74,,-32.389,-52.514,20.125,,36,22
ID,Sparse THI,1,17,0,-31.244,-31.702,,-32.389,-52.463,20.075,,36,22
ID,Sparse THI,1,18,0,-31.197,-31.735,,-32.389,-52.37,19.981,,36,22
ID,Sparse THI,1,19,0,-31.327,-31.699,,-32.389,-52.629,20.24,,36,22
ID,Sparse THI,1,20,0,-31.345,-31.733,,-32.389,-52.665,20.276,,36,22
ID,Sparse THI,1,21,0,-31.161,-31.737,,-32.389,-52.297,19.908,,36,22
ID,Sparse THI,1,22,0,-31.293,-31.736,,-32.389,-52.561,20.172,,36,22
ID,Sparse THI,1,23,0,-31.223,-31.733,,-32.389,-52.423,20.034,,36,22
ID,Sparse THI,1,24,0,-31.241,-31.733,,-32.389,-52.457,20.068,,36,22
ID,Sparse THI,1,25,0,-31.202,-31.772,,-32.389,-52.38,19.991,,36,22
ID,Sparse THI,1,26,0,-31.02,-31.771,,-32.389,-52.017,19.628,,36,22
ID,Sparse THI,1,27,0,-30.704,-31.732,,-32.39,-51.385,18.995,,36,22
ID,Sparse THI,1,28,0,-30.261,-31.702,,-32.391,-50.497,18.107,,36,22
ID,Sparse THI,1,29,0,-29.639,-31.734,,-32.392,-49.253,16.861,,36,22
ID,Sparse THI,1,30,0,-28.86,-31.735,,-32.396,-47.697,15.301,,36,22
ID,Sparse THI,1,31,0,-27.999,-31.735,,-32.403,-45.973,13.571,,36,22
ID,Sparse THI,1,32,0,-27.091,-31.736,,-32.416,-44.157,11.741,,36,22
ID,Sparse THI,1,33,0,-26.123,-31.728,,-32.417,-42.222,9.806,,36,22
ID,Sparse THI,1,34,0,-25.144,-31.67,,-32.347,-40.264,7.917,,36,22
ID,Sparse THI,1,35,0,-24.154,-31.57,,-32.243,-38.284,6.04,,36,22
ID,Sparse THI,1,36,0,-23.158,-31.367,,-32.016,-36.293,4.276,,36,22
ID,Sparse THI,1,37,0,-22.161,-30.967,,-31.578,-34.298,2.72,,36,22
ID,Sparse THI,1,38,0,-21.162,-30.239,,-30.806,-32.3,1.494,,36,22
ID,Sparse THI,1,39,0,-20.163,-29.1,,-29.63,-30.302,0.671,,36,22
ID,Sparse THI,1,40,0,-19.163,-27.595,,-28.106,-28.302,0.197,,36,22
ID,Sparse THI,1,41,0,-18.163,-25.852,,-26.355,-26.302,-0.052,,36,22
ID,Sparse THI,1,42,0,-17.163,-23.98,,-24.481,-24.303,-0.178,,36,22
ID,Sparse THI,1,43,0,-16.163,-22.044,,-22.544,-22.303,-0.241,,36,22
ID,Sparse THI,1,44,0,-15.163,-20.075,,-20.574,-20.303,-0.271,,36,22
ID,Sparse THI,1,45,0,-14.163,-18.089,,-18.588,-18.303,-0.285,,36,22
ID,Sparse THI,1,46,0,-13.163,-16.093,,-16.593,-16.303,-0.29,,36,22
ID,Sparse THI,1,47,0,-12.163,-14.092,,-14.592,-14.303,-0.289,,36,22
ID,Sparse THI,1,48,0,-11.163,-12.083,,-12.583,-12.303,-0.28,,36,22
ID,Sparse THI,1,49,0,-10.163,-10.064,,-10.564,-10.303,-0.261,,36,22
ID,Sparse THI,1,50,0,-9.163,-8.029,,-8.529,-8.303,-0.226,,36,22
ID,Sparse THI,1,51,0,-8.163,-5.974,,-6.474,-6.303,-0.171,,36,22
ID,Sparse THI,1,52,15,-7.163,-4.685,,-5.185,-4.303,-0.882,,36,22
ID,Sparse THI,1,53,15,-6.163,-4.616,,-5.116,-2.303,-2.813,,36,22
