1	input	-32768	32768
2	input	-32768	32768
3	input	-32768	32768
4	input	-32768	32768
5	input	-32768	32768
6	input	-32768	32768
7	input	-32768	32768
8	input	-32768	32768
9	input	-32768	32768
10	input	-32768	32768
11	input	-32768	32768
12	input	-32768	32768
13	input	-32768	32768
14	input	-32768	32768
15	input	-32768	32768
16	input	-32768	32768
17	input	-32768	32768
18	input	-32768	32768
19	input	-32768	32768
20	input	-32768	32768
21	input	-32768	32768
22	input	-32768	32768
23	input	-32768	32768
24	input	-32768	32768
25	input	-32768	32768
26	input	-32768	32768
27	input	-32768	32768
28	input	-32768	32768
29	input	-32768	32768
30	input	-32768	32768
31	input	-32768	32768
32	input	-32768	32768
33	input	-32768	32768
34	input	-32768	32768
35	input	-32768	32768
36	input	-32768	32768
37	input	-32768	32768
38	input	-32768	32768
39	input	-32768	32768
40	input	-32768	32768
41	input	-32768	32768
42	input	-32768	32768
43	input	-32768	32768
44	input	-32768	32768
45	input	-32768	32768
46	add	1	2
47	add	46	3
48	add	47	4
49	add	48	5
50	add	49	6
51	add	50	7
52	add	51	8
53	add	52	9
54	add	53	10
55	add	54	11
56	add	55	12
57	add	56	13
58	add	57	14
59	add	58	15
60	add	59	16
61	add	60	17
62	add	61	18
63	add	62	19
64	add	63	20
65	add	64	21
66	add	65	22
67	add	66	23
68	add	67	24
69	add	68	25
70	add	69	26
71	add	70	27
72	add	71	28
73	add	72	29
74	add	73	30
75	add	74	31
76	add	75	32
77	add	76	33
78	add	77	34
79	add	78	35
80	add	79	36
81	add	80	37
82	add	81	38
83	add	82	39
84	add	83	40
85	add	84	41
86	add	85	42
87	add	86	43
88	add	87	44
89	add	88	45
