1	input	-1	1
2	add	1	1
3	add	2	1
4	add	3	1
5	add	4	1
6	add	5	1
7	add	6	1
8	add	7	1
9	add	8	1
10	add	9	1
11	add	10	1
12	add	11	1
13	add	12	1
14	add	13	1
15	add	14	1
16	add	15	1
17	add	16	1
18	add	17	1
19	add	18	1
20	add	19	1
21	add	20	1
22	add	21	1
23	add	22	1
24	add	23	1
25	add	24	1
26	add	25	1
27	add	26	1
28	add	27	1
29	add	28	1
30	add	29	1
31	add	30	1
32	add	31	1
33	add	32	1
34	add	33	1
35	add	34	1
36	add	35	1
37	add	36	1
38	add	37	1
39	add	38	1
40	add	39	1
41	add	40	1
42	add	41	1
43	add	42	1
44	add	43	1
45	add	44	1
46	add	45	1
47	add	46	1
48	add	47	1
49	add	48	1
50	add	49	1
51	add	50	1
52	add	51	1
53	add	52	1
54	add	53	1
55	add	54	1
56	add	55	1
57	add	56	1
58	add	57	1
59	add	58	1
60	add	59	1
61	add	60	1
62	add	61	1
63	add	62	1
64	add	63	1
65	add	64	1
66	add	65	1
67	add	66	1
68	add	67	1
69	add	68	1
70	add	69	1
71	add	70	1
72	add	71	1
73	add	72	1
74	add	73	1
75	add	74	1
76	add	75	1
77	add	76	1
78	add	77	1
79	add	78	1
80	add	79	1
81	add	80	1
82	add	81	1
83	add	82	1
84	add	83	1
85	add	84	1
86	add	85	1
87	add	86	1
88	add	87	1
89	add	88	1
90	add	89	1
91	add	90	1
92	add	91	1
93	add	92	1
94	add	93	1
95	add	94	1
96	add	95	1
97	add	96	1
98	add	97	1
99	add	98	1
100	add	99	1
101	add	100	1
102	add	101	1
103	add	102	1
104	add	103	1
105	add	104	1
106	add	105	1
107	add	106	1
108	add	107	1
109	add	108	1
110	add	109	1
111	add	110	1
112	add	111	1
113	add	112	1
114	add	113	1
115	add	114	1
116	add	115	1
117	add	116	1
118	add	117	1
119	add	118	1
120	add	119	1
121	add	120	1
122	add	121	1
123	add	122	1
124	add	123	1
125	add	124	1
126	add	125	1
127	add	126	1
128	add	127	1
129	add	128	1
130	add	129	1
131	add	130	1
132	add	131	1
133	add	132	1
134	add	133	1
135	add	134	1
136	add	135	1
137	add	136	1
138	add	137	1
139	add	138	1
140	add	139	1
141	add	140	1
142	add	141	1
143	add	142	1
144	add	143	1
145	add	144	1
146	add	145	1
147	add	146	1
148	add	147	1
149	add	148	1
150	add	149	1
151	add	150	1
152	add	151	1
153	add	152	1
154	add	153	1
155	add	154	1
156	add	155	1
157	add	156	1
158	add	157	1
159	add	158	1
160	add	159	1
161	add	160	1
162	add	161	1
163	add	162	1
164	add	163	1
165	add	164	1
166	add	165	1
167	add	166	1
168	add	167	1
169	add	168	1
170	add	169	1
171	add	170	1
172	add	171	1
173	add	172	1
174	add	173	1
175	add	174	1
176	add	175	1
177	add	176	1
178	add	177	1
179	add	178	1
180	add	179	1
181	add	180	1
182	add	181	1
183	add	182	1
184	add	183	1
185	add	184	1
186	add	185	1
187	add	186	1
188	add	187	1
189	add	188	1
190	add	189	1
191	add	190	1
192	add	191	1
193	add	192	1
194	add	193	1
195	add	194	1
196	add	195	1
197	add	196	1
198	add	197	1
199	add	198	1
200	add	199	1
201	add	200	1
202	add	201	1
203	add	202	1
204	add	203	1
205	add	204	1
206	add	205	1
207	add	206	1
208	add	207	1
209	add	208	1
210	add	209	1
211	add	210	1
212	add	211	1
213	add	212	1
214	add	213	1
215	add	214	1
216	add	215	1
217	add	216	1
218	add	217	1
219	add	218	1
220	add	219	1
221	add	220	1
222	add	221	1
223	add	222	1
224	add	223	1
225	add	224	1
226	add	225	1
227	add	226	1
228	add	227	1
229	add	228	1
230	add	229	1
231	add	230	1
232	add	231	1
233	add	232	1
234	add	233	1
235	add	234	1
236	add	235	1
237	add	236	1
238	add	237	1
239	add	238	1
240	add	239	1
241	add	240	1
242	add	241	1
243	add	242	1
244	add	243	1
245	add	244	1
246	add	245	1
247	add	246	1
248	add	247	1
249	add	248	1
250	add	249	1
251	add	250	1
252	add	251	1
253	add	252	1
254	add	253	1
255	add	254	1
256	add	255	1
257	add	256	1
258	add	257	1
259	add	258	1
260	add	259	1
261	add	260	1
262	add	261	1
263	add	262	1
264	add	263	1
265	add	264	1
266	add	265	1
267	add	266	1
268	add	267	1
269	add	268	1
270	add	269	1
271	add	270	1
272	add	271	1
273	add	272	1
274	add	273	1
275	add	274	1
276	add	275	1
277	add	276	1
278	add	277	1
279	add	278	1
280	add	279	1
281	add	280	1
282	add	281	1
283	add	282	1
284	add	283	1
285	add	284	1
286	add	285	1
287	add	286	1
288	add	287	1
289	add	288	1
290	add	289	1
291	add	290	1
292	add	291	1
293	add	292	1
294	add	293	1
295	add	294	1
296	add	295	1
297	add	296	1
298	add	297	1
299	add	298	1
300	add	299	1
301	add	300	1
302	add	301	1
303	add	302	1
304	add	303	1
305	add	304	1
306	add	305	1
307	add	306	1
308	add	307	1
309	add	308	1
310	add	309	1
311	add	310	1
312	add	311	1
313	add	312	1
314	add	313	1
315	add	314	1
316	add	315	1
317	add	316	1
318	add	317	1
319	add	318	1
320	add	319	1
321	add	320	1
322	add	321	1
323	add	322	1
324	add	323	1
325	add	324	1
326	add	325	1
327	add	326	1
328	add	327	1
329	add	328	1
330	add	329	1
331	add	330	1
332	add	331	1
333	add	332	1
334	add	333	1
335	add	334	1
336	add	335	1
337	add	336	1
338	add	337	1
339	add	338	1
340	add	339	1
341	add	340	1
342	add	341	1
343	add	342	1
344	add	343	1
345	add	344	1
346	add	345	1
347	add	346	1
348	add	347	1
349	add	348	1
350	add	349	1
351	add	350	1
352	add	351	1
353	add	352	1
354	add	353	1
355	add	354	1
356	add	355	1
357	add	356	1
358	add	357	1
359	add	358	1
360	add	359	1
361	add	360	1
362	add	361	1
363	add	362	1
364	add	363	1
365	add	364	1
366	add	365	1
367	add	366	1
368	add	367	1
369	add	368	1
370	add	369	1
371	add	370	1
372	add	371	1
373	add	372	1
374	add	373	1
375	add	374	1
376	add	375	1
377	add	376	1
378	add	377	1
379	add	378	1
380	add	379	1
381	add	380	1
382	add	381	1
383	add	382	1
384	add	383	1
385	add	384	1
386	add	385	1
387	add	386	1
388	add	387	1
389	add	388	1
390	add	389	1
391	add	390	1
392	add	391	1
393	add	392	1
394	add	393	1
395	add	394	1
396	add	395	1
397	add	396	1
398	add	397	1
399	add	398	1
400	add	399	1
401	add	400	1
402	add	401	1
403	add	402	1
404	add	403	1
405	add	404	1
406	add	405	1
407	add	406	1
408	add	407	1
409	add	408	1
410	add	409	1
411	add	410	1
412	add	411	1
413	add	412	1
414	add	413	1
415	add	414	1
416	add	415	1
417	add	416	1
418	add	417	1
419	add	418	1
420	add	419	1
421	add	420	1
422	add	421	1
423	add	422	1
424	add	423	1
425	add	424	1
426	add	425	1
427	add	426	1
428	add	427	1
429	add	428	1
430	add	429	1
431	add	430	1
432	add	431	1
433	add	432	1
434	add	433	1
435	add	434	1
436	add	435	1
437	add	436	1
438	add	437	1
439	add	438	1
440	add	439	1
441	add	440	1
442	add	441	1
443	add	442	1
444	add	443	1
445	add	444	1
446	add	445	1
447	add	446	1
448	add	447	1
449	add	448	1
450	add	449	1
451	add	450	1
452	add	451	1
453	add	452	1
454	add	453	1
455	add	454	1
456	add	455	1
457	add	456	1
458	add	457	1
459	add	458	1
460	add	459	1
461	add	460	1
462	add	461	1
